Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u
D:\urban\sg500\28\01.bmp;23;72.9771;84.5117;83.3197;1029;1000;946;928;916;915;860;853;806;785;748;689;669;653;624;544;527;524;493;165.583;180;53.8615;55.7888;20;12;5;2;1;1;0;0;1492;0;292;2042;18;1455;0;263;2126;0;1525;0;347;1972;0;1940;0;720;1184;0
D:\urban\sg500\28\01.bmp;24;75.6941;87.109;86.8554;974;942;912;878;855;848;818;761;721;710;650;588;576;553;525;481;474;470;452;171.376;180;54.2267;55.0541;22;15;7;3;2;2;498;0;1432;0;834;1505;73;1337;0;883;1604;20;1267;0;1075;1489;13;1964;0;1444;436;0
D:\urban\sg500\28\01.bmp;25;70.345;79.1553;78.8923;963;942;916;889;861;838;818;810;773;757;678;647;635;631;614;594;573;564;545;167.965;180;59.0622;60.3031;10;6;3;4;3;3;732;0;1125;0;928;1739;52;1136;0;807;1897;4;964;0;948;1932;0;1789;0;1047;1008;0
D:\urban\sg500\28\01.bmp;26;56.6561;70.0505;66.384;1010;970;922;903;879;854;844;838;835;824;801;792;765;744;694;643;529;510;488;166.655;180;39.4281;41.6941;16;10;5;4;3;2;0;0;785;0;142;2785;132;680;0;167;2934;63;669;0;249;2926;0;876;0;599;2369;0
D:\urban\sg500\28\01.bmp;27;102.113;101.01;98.595;975;927;890;877;842;831;817;785;740;706;686;671;609;582;572;545;539;521;504;147.86;180;90.2835;101.488;25;15;5;8;6;3;93;0;1945;0;759;1128;12;1951;0;866;1026;1;1992;0;1023;827;2;3427;0;286;131;0
D:\urban\sg500\28\01.bmp;28;76.3595;81.4259;75.0999;1006;983;948;896;859;829;800;794;768;740;685;619;566;542;470;381;367;346;316;136.958;120;73.6831;73.1585;10;8;3;0;0;0;695;0;1355;0;564;1878;47;1158;0;587;2099;0;968;0;683;2193;0;2143;0;983;718;0
D:\urban\sg500\28\01.bmp;29;86.7674;94.7984;93.8983;1019;1003;971;956;906;886;842;807;762;748;718;710;653;610;553;514;508;495;449;164.92;180;64.8626;67.3796;16;12;5;1;1;1;807;0;1641;0;1027;1036;140;1586;0;1148;1055;55;1478;0;1285;1023;58;1806;0;1784;158;96
D:\urban\sg500\28\01.bmp;30;64.9891;79.1387;72.5219;998;970;922;909;869;825;774;736;708;682;639;588;510;450;364;310;248;170;53;153.414;143;37.0875;38.4969;6;6;2;1;1;1;0;0;1033;0;445;1788;578;942;0;394;2048;460;680;0;418;2220;526;800;0;526;1297;1221
D:\urban\sg500\28\01.bmp;31;70.0328;77.3088;75.916;968;921;906;880;866;843;820;787;777;770;729;622;544;528;485;462;447;423;343;162.437;180;71.7283;74.3507;27;13;3;4;3;2;0;0;1151;0;476;2213;4;1096;0;398;2350;0;846;0;481;2516;1;1389;0;281;2141;33
D:\urban\sg500\28\01.bmp;32;87.1642;90.1985;87.1449;1024;974;964;952;944;914;895;893;868;858;815;764;724;707;669;644;633;553;422;148.619;180;79.2749;88.0492;19;12;5;2;2;1;539;0;1568;0;854;1346;76;1439;0;919;1459;27;1316;0;1131;1370;27;1475;0;1969;235;165
D:\urban\sg500\28\01.bmp;33;82.9246;89.8993;86.2638;1006;941;894;877;839;829;777;763;757;755;740;708;657;645;631;582;523;519;433;150.863;180;68.8937;76.8745;17;9;4;1;1;1;13;0;1398;0;693;1466;287;1267;0;853;1528;196;1203;0;1034;1449;158;2062;0;1685;33;64
D:\urban\sg500\28\01.bmp;34;88.5424;93.1985;93.0153;993;980;940;924;877;870;849;831;792;775;763;726;693;682;631;623;603;575;531;167.807;180;77.8345;79.2711;17;11;3;3;3;3;847;0;1795;0;591;1403;55;1716;0;689;1425;14;1664;0;919;1242;19;2572;0;1272;0;0
D:\urban\sg500\28\01.bmp;35;94.2859;100.933;98.5856;1007;996;977;972;950;918;868;838;781;725;675;675;644;595;545;532;452;443;402;156.906;180;72.4331;77.6207;21;14;6;1;1;1;486;0;1896;0;934;973;41;1854;0;1025;946;19;1976;0;1013;836;19;1463;0;2064;206;111
D:\urban\sg500\28\01.bmp;36;85.576;89.9425;90.6319;988;960;934;908;865;840;807;797;777;703;646;610;553;522;441;424;349;341;327;165.813;180;80.9226;83.8055;22;12;5;3;2;1;614;0;1471;0;709;1359;305;1420;0;837;1367;220;1454;0;991;1202;197;2201;0;1125;446;72
D:\urban\sg500\28\01.bmp;37;85.5408;92.8171;92.268;978;961;932;898;893;855;845;832;800;747;736;732;710;685;678;649;641;497;461;162.821;180;70.3326;72.9181;29;14;6;3;3;3;149;0;1868;0;509;1421;46;1822;0;546;1474;2;1762;0;646;1436;0;3453;0;234;157;0
D:\urban\sg500\28\01.bmp;38;81.0531;86.2661;80.692;1017;994;968;929;889;880;774;756;721;701;660;567;521;474;426;423;398;385;361;136.151;180;77.175;94.3693;17;9;5;6;5;3;663;0;1583;0;455;1618;188;1351;0;627;1805;61;1296;0;637;1827;84;2204;0;787;792;61
D:\urban\sg500\28\01.bmp;39;79.7859;89.3314;92.2206;918;890;875;840;793;764;744;738;724;714;680;668;626;593;575;493;469;429;394;183.696;180;53.5641;53.9033;22;14;6;5;5;2;482;0;1413;0;571;1686;174;1369;0;693;1718;64;1254;0;889;1670;31;1937;0;1593;255;59
D:\urban\sg500\28\01.bmp;40;57.3736;70.7854;68.0177;1027;976;945;927;897;878;855;842;810;799;710;703;692;657;566;552;533;513;453;166.918;180;44.1782;46.1225;7;5;5;0;0;1;0;0;958;0;347;2355;184;579;0;488;2731;46;417;0;514;2909;4;987;0;102;2755;0
D:\urban\sg500\28\01.bmp;41;93.4009;101.663;97.6558;1044;1028;981;959;938;913;875;872;853;818;782;764;716;703;562;532;512;475;410;147.347;180;62.422;71.3126;27;14;9;4;3;2;0;0;1894;0;608;1298;44;1934;0;611;1284;15;1878;0;687;1263;16;2444;0;689;711;0
D:\urban\sg500\28\01.bmp;42;84.1928;94.6368;93.9079;1002;988;951;929;917;866;849;829;806;771;733;723;704;651;608;568;559;553;473;167.444;180;52.762;54.4816;20;10;4;3;2;2;581;0;1502;0;1055;1287;0;1466;0;1155;1223;0;1558;0;1185;1090;11;1297;0;2070;476;1
D:\urban\sg500\28\01.bmp;43;89.025;102.976;104.342;964;958;928;894;860;832;801;771;751;712;690;672;667;654;631;612;593;583;538;177.976;180;42.0913;42.14;19;12;6;5;4;3;746;0;1868;0;836;1118;22;1839;0;795;1189;21;1827;0;889;1114;14;2525;0;1247;58;14
D:\urban\sg500\28\01.bmp;44;75.02;88.1673;88.9527;918;860;816;799;762;736;731;704;688;679;640;617;572;551;510;497;487;477;461;179.452;180;41.305;41.3086;18;9;5;7;4;3;33;0;1712;0;230;1725;177;1631;0;270;1818;125;1642;0;417;1734;51;2038;0;1080;707;19
D:\urban\sg500\28\01.bmp;45;77.0447;84.1069;86.9277;909;886;855;816;775;754;696;662;646;631;596;584;571;552;546;510;503;499;427;181.13;180;64.1011;64.1556;25;14;5;8;7;4;789;0;1420;0;511;1867;46;1430;0;582;1819;13;1480;0;679;1682;3;2596;0;633;615;0
D:\urban\sg500\28\01.bmp;46;79.3587;89.4209;91.7386;937;902;847;822;804;780;751;740;704;628;623;620;563;553;526;517;467;461;444;179.145;180;54.694;54.7006;25;15;5;5;5;4;663;0;1572;0;619;1598;55;1508;0;689;1626;21;1473;0;785;1566;20;3205;0;503;136;0
D:\urban\sg500\28\01.bmp;47;77.6707;80.2607;82.0133;1012;981;953;898;835;795;726;701;691;668;640;622;609;576;563;480;443;439;383;168.78;240;85.6712;86.3525;37;17;6;8;8;4;329;0;1453;0;247;2141;3;1455;0;205;2184;0;1493;0;236;2115;0;2055;0;643;1136;10
D:\urban\sg500\28\01.bmp;48;77.4168;76.3561;71.2529;1004;976;957;913;875;862;811;785;730;716;617;570;536;520;414;291;288;263;259;130.573;0;89.5926;97.8821;17;9;4;1;1;1;721;0;1000;0;721;1969;154;798;0;829;2144;73;403;0;1110;2245;86;711;0;1458;1580;95
D:\urban\sg500\28\01.bmp;49;86.3296;98.4168;100.796;932;888;851;780;741;729;674;662;630;622;559;549;452;448;438;421;387;359;333;182.983;180;41.7997;42.1388;23;17;6;7;6;4;515;0;1635;0;769;1407;33;1611;0;897;1336;0;1693;0;954;1197;0;1713;0;1657;460;14
D:\urban\sg500\28\01.bmp;50;83.9402;91.6764;91.5775;979;918;882;836;807;787;752;698;678;669;638;617;591;558;510;468;394;380;325;167.469;180;61.4775;62.9037;20;13;4;1;1;1;650;0;1426;0;1049;1361;8;1283;0;1262;1299;0;1345;0;1233;1266;0;1777;0;1263;694;110
D:\urban\sg500\28\01.bmp;51;81.8757;89.916;91.1197;969;903;832;814;785;758;705;688;681;676;647;611;571;559;543;521;446;441;396;173.716;180;59.7308;60.1907;24;11;4;7;4;2;617;0;1544;0;696;1419;185;1534;0;742;1424;144;1534;0;810;1296;204;2138;0;1300;115;291
D:\urban\sg500\28\01.bmp;52;85.7901;93.6972;96.4922;958;918;895;882;867;854;846;834;807;783;728;686;661;556;480;448;403;399;382;170.211;180;69.8845;70.6622;16;9;5;6;5;3;672;0;1743;0;792;1264;45;1689;0;837;1289;29;1482;0;1047;1285;30;2243;0;1361;174;66
D:\urban\sg500\28\01.bmp;53;82.4873;93.0463;94.8247;955;929;907;868;838;762;754;733;732;708;692;683;652;585;549;484;435;419;374;175.875;180;58.0054;58.187;20;12;3;4;3;2;415;0;1655;0;795;1334;60;1679;0;803;1337;25;1618;0;1052;1164;10;2333;0;1380;130;1
D:\urban\sg500\28\01.bmp;54;76.7708;88.8905;83.8881;1028;1004;963;943;925;922;887;865;808;761;742;677;638;609;493;478;321;318;289;150.844;180;52.2016;60.3858;22;11;5;2;2;1;0;0;1480;0;557;1634;173;1409;0;625;1732;78;1389;0;788;1592;75;2417;0;956;434;37
D:\urban\sg500\28\01.bmp;55;110.203;112.529;111.279;921;915;887;878;865;852;833;824;806;772;753;709;686;662;625;547;524;491;471;153.36;180;82.1052;88.2356;34;16;5;9;7;3;496;0;2167;0;894;760;23;2398;0;924;522;0;2574;0;1109;161;0;2925;0;919;0;0
D:\urban\sg500\28\01.bmp;56;74.9982;87.129;86.7375;972;956;935;916;897;883;843;771;673;655;607;556;485;474;460;374;313;304;142;170.81;180;47.7799;48.6639;13;8;5;1;1;1;486;0;1278;0;1043;1427;96;1160;0;1155;1498;31;1015;0;1289;1506;34;1939;0;1512;342;51
D:\urban\sg500\28\01.bmp;57;87.1792;91.8658;91.7216;1005;989;967;948;910;904;880;859;839;810;765;696;655;626;580;541;501;429;368;160.427;180;86.3274;89.7925;20;8;4;3;3;2;11;0;1645;0;399;1691;109;1781;0;406;1618;39;1870;0;567;1402;5;2444;0;1068;327;5
D:\urban\sg500\28\01.bmp;58;83.6348;85.2617;81.9209;1005;970;937;912;894;862;778;736;724;702;654;652;616;599;532;470;441;440;318;145.994;180;83.281;93.5548;18;11;6;9;6;4;585;0;1506;0;375;1844;119;1527;0;316;1964;37;1470;0;392;1940;42;2192;0;338;1249;65
D:\urban\sg500\28\01.bmp;59;89.6509;95.1035;95.64;955;925;902;891;858;839;818;775;764;754;726;698;641;566;539;531;522;459;421;166.584;180;73.4461;75.0707;22;11;4;7;6;3;655;0;1800;0;778;1206;60;1868;0;872;1095;9;2037;0;916;873;18;2488;0;1098;236;22
D:\urban\sg500\28\01.bmp;60;84.3907;91.1171;92.2328;998;980;937;911;848;822;778;769;732;716;636;607;560;537;531;525;481;472;452;170.914;180;68.4818;69.2901;22;12;5;6;5;3;472;0;1778;0;537;1485;44;1719;0;661;1464;0;1688;0;832;1324;0;2959;0;617;254;14
D:\urban\sg500\28\01.bmp;61;77.8348;86.1191;83.3507;1004;962;911;879;844;779;742;694;665;626;545;517;480;469;430;422;361;358;252;151.113;180;69.7951;76.412;11;8;4;4;4;3;0;0;1508;0;553;1762;21;1418;0;483;1936;7;1233;0;655;1940;16;2121;0;438;792;493
D:\urban\sg500\28\01.bmp;62;88.9256;97.9815;91.961;1055;1035;1003;985;964;937;890;867;831;823;807;774;767;727;672;655;615;538;417;143.114;180;63.7626;74.6097;19;10;3;4;3;2;0;0;1898;0;751;1126;69;2078;0;691;1065;10;2104;0;813;917;10;3345;0;442;44;13
D:\urban\sg500\28\01.bmp;63;81.8816;86.7029;86.609;1011;993;957;937;916;912;867;867;803;796;737;720;702;674;660;653;640;532;496;161.299;180;76.6112;79.8117;23;12;5;7;5;4;558;0;1551;0;416;1867;10;1634;0;322;1888;0;1619;0;421;1804;0;2340;0;603;901;0
D:\urban\sg500\28\01.bmp;64;81.5172;88.2786;84.3866;1040;994;970;928;908;887;878;873;821;805;793;744;702;696;681;657;628;587;520;148.567;180;75.0272;84.0787;23;14;4;7;5;2;3;0;1459;0;574;1657;154;1603;0;473;1659;109;1684;0;655;1471;34;2012;0;1121;711;0
D:\urban\sg500\28\01.bmp;65;93.2235;103.371;103.306;953;937;893;885;808;771;756;721;695;651;635;617;571;548;512;491;473;466;465;172.67;180;57.6238;58.2439;19;11;4;4;3;2;493;0;1643;0;904;1147;150;1618;0;1098;1059;69;1671;0;1328;813;32;2033;0;1600;204;7
D:\urban\sg500\28\01.bmp;66;79.1257;90.057;86.1876;1006;979;966;945;917;885;841;810;804;779;760;757;753;749;732;637;563;509;464;159.684;180;61.7536;65.9884;19;11;5;5;5;4;189;0;1605;0;716;1473;50;1658;0;677;1500;9;1618;0;814;1408;4;2229;0;1091;524;0
D:\urban\sg500\28\01.bmp;67;87.4961;91.8866;90.7458;965;934;910;894;862;855;810;766;740;725;713;703;683;648;614;600;550;539;495;160.85;180;76.6773;80.2001;21;13;7;9;7;5;288;0;1659;0;543;1642;0;1733;0;558;1553;0;1924;0;565;1355;0;2885;0;938;21;0
D:\urban\sg500\28\01.bmp;68;97.7531;91.8509;88.378;934;916;888;849;839;824;781;730;708;672;614;607;549;500;445;420;409;397;380;126.924;0;95.9458;96.1929;27;15;4;5;4;4;596;0;1911;0;661;1194;78;1889;0;824;1115;16;1974;0;836;1011;23;2929;0;914;0;1
D:\urban\sg500\28\01.bmp;69;74.8957;82.7966;82.9116;1045;1015;996;981;967;947;903;867;826;810;748;710;629;557;525;500;469;379;354;171.464;180;61.4903;62.166;22;10;5;9;7;2;497;0;1406;0;624;1776;38;1487;0;591;1766;0;1493;0;763;1588;0;2348;0;603;893;0
D:\urban\sg500\28\01.bmp;70;90.9709;106.38;106.883;965;931;909;904;864;852;832;795;789;776;744;727;686;624;622;583;570;549;461;177.01;180;34.6077;34.7367;30;15;5;8;6;3;473;0;2145;0;605;1002;92;2289;0;615;894;46;2458;0;638;741;7;2998;0;653;189;4
D:\urban\sg500\28\01.bmp;71;95.0447;101.672;99.2422;1001;969;933;916;884;871;828;806;769;753;727;718;681;677;673;615;592;583;518;156.744;180;74.5905;81.1483;26;11;4;5;4;3;65;0;2011;0;627;1108;98;2109;0;591;1085;59;2079;0;712;1018;35;2770;0;687;268;119
D:\urban\sg500\28\01.bmp;72;89.892;101.879;100.36;916;888;809;789;750;735;710;672;656;626;613;608;590;584;570;565;548;516;503;166.845;180;52.3612;54.1551;18;12;6;6;5;4;462;0;1664;0;949;1039;192;1600;0;1145;1007;92;1625;0;1211;948;60;1411;0;1904;380;149
D:\urban\sg500\28\01.bmp;73;61.7773;75.0718;74.8741;989;960;900;848;808;776;753;716;705;687;585;564;539;515;487;477;418;410;389;179.618;180;43.2708;43.2725;10;6;2;3;2;2;544;0;919;0;234;2353;338;680;0;415;2527;222;604;0;426;2613;201;731;0;583;2073;457
D:\urban\sg500\28\01.bmp;74;52.0125;64.3606;65.5588;982;946;891;853;836;789;780;747;726;722;670;649;633;618;576;555;492;418;329;182.059;180;35.5629;35.6442;11;8;4;0;0;0;716;0;556;0;314;2939;35;483;0;199;3161;1;351;0;199;3294;0;636;0;219;2989;0
D:\urban\sg500\28\01.bmp;75;64.437;75.455;72.3822;964;933;904;860;805;771;760;750;733;691;669;663;632;611;606;602;551;541;521;159.358;180;51.0403;55.1178;8;5;5;0;0;0;496;0;899;0;777;1979;189;549;0;1007;2199;89;385;0;1147;2277;35;874;0;1243;1505;222
D:\urban\sg500\28\01.bmp;76;81.321;89.7068;86.2763;985;949;935;903;895;879;869;864;859;825;818;813;788;782;756;738;715;668;605;155.391;180;67.4483;73.7435;24;11;4;1;1;1;536;0;1730;0;623;1470;21;1714;0;637;1493;0;1635;0;729;1474;6;1645;0;1501;698;0
D:\urban\sg500\28\01.bmp;77;79.5094;84.7794;80.0799;1012;987;949;926;905;882;837;817;778;772;749;731;716;687;636;609;531;462;367;145.715;180;76.0317;87.8333;18;11;4;5;2;2;91;0;1599;0;505;1735;5;1540;0;479;1825;0;1536;0;622;1686;0;2505;0;488;851;0
D:\urban\sg500\28\01.bmp;78;81.3483;81.961;82.353;997;985;973;948;921;886;863;827;809;769;716;666;629;578;511;484;439;436;379;164.969;180;90.6036;92.9748;21;10;4;5;4;3;894;0;1346;0;408;1949;141;1268;0;497;2021;58;1312;0;587;1909;36;1576;0;1013;1213;42
D:\urban\sg500\28\01.bmp;79;54.4602;59.7172;64.385;972;928;876;840;809;759;710;659;630;563;478;434;417;417;386;350;337;238;235;194.944;180;65.2881;68.2421;17;12;3;7;5;2;287;0;711;0;119;2985;29;701;0;90;3053;0;724;0;109;3011;0;813;0;357;2674;0
D:\urban\sg500\28\01.bmp;80;98.3481;111.056;110.996;965;942;908;901;890;862;843;790;745;704;656;632;609;541;496;489;461;398;330;171.395;180;56.9766;57.9111;30;14;6;10;6;4;526;0;2231;0;685;868;60;2467;0;550;808;19;2727;0;428;688;1;3066;0;548;184;46
D:\urban\sg500\28\01.bmp;81;77.8645;94.0848;91.2211;942;887;798;749;717;653;619;603;587;563;541;502;484;473;457;442;413;411;379;171.461;180;41.5096;42.4071;15;6;3;3;3;2;426;0;1409;0;660;1229;546;1352;0;864;1094;534;1226;0;1078;958;582;1709;0;1458;28;649
D:\urban\sg500\28\01.bmp;82;77.7479;92.9409;88.5109;994;964;927;888;860;836;822;760;742;704;646;634;616;592;546;448;361;353;275;162.59;145;43.4541;46.4986;14;10;4;2;2;2;111;0;1339;0;857;1062;586;1085;0;1245;1121;393;925;0;1353;1018;548;1390;0;1615;23;816
D:\urban\sg500\28\01.bmp;83;72.5047;88.1418;87.1116;1002;981;961;940;914;881;812;810;771;758;708;693;656;643;619;534;397;395;326;176.064;180;33.5227;33.7531;16;8;4;1;1;1;0;0;1400;0;383;1875;186;1274;0;443;2010;117;1199;0;559;1998;88;1335;0;1107;1332;70
D:\urban\sg500\28\01.bmp;84;72.1642;83.7232;86.7856;968;957;918;884;859;842;771;759;745;741;727;708;680;651;530;512;452;425;408;181.075;180;51.6251;51.685;19;9;5;3;3;3;144;0;1334;0;440;2068;2;1407;0;351;2080;6;1435;0;368;2041;0;1363;0;777;1704;0
D:\urban\sg500\28\01.bmp;85;89.0754;99.0479;99.5203;903;891;868;854;848;772;741;729;708;677;645;638;636;609;585;545;541;539;512;166.513;180;62.5038;64.004;22;13;5;3;3;2;889;0;1806;0;847;1118;73;1824;0;962;1033;25;2028;0;969;847;0;2204;0;1309;331;0
D:\urban\sg500\28\01.bmp;86;93.6584;92.7032;93.2784;1036;1023;983;964;943;853;819;799;780;745;714;702;695;649;610;602;438;431;344;161.76;180;94.4379;97.6201;27;15;7;4;4;2;531;0;1967;0;371;1481;25;2053;0;416;1367;8;2123;0;559;1159;3;2883;0;868;93;0
D:\urban\sg500\28\01.bmp;87;94.7771;93.6433;91.8221;951;928;895;873;853;824;773;747;681;646;612;588;552;485;481;474;434;411;387;148.934;180;98.403;107.261;18;11;4;2;1;1;579;0;1977;0;582;1257;28;1846;0;761;1236;1;2021;0;930;891;2;2547;0;1014;90;193
D:\urban\sg500\28\01.bmp;88;83.514;89.0752;89.4792;988;964;929;908;885;865;829;784;756;743;719;703;661;587;516;513;442;437;429;163.73;180;78.7875;81.6617;19;10;5;4;4;3;599;0;1607;0;523;1604;110;1782;0;332;1712;18;1641;0;472;1725;6;2771;0;506;557;10
D:\urban\sg500\28\01.bmp;89;64.8221;67.2222;68.4477;957;900;878;832;775;735;681;619;602;580;555;510;381;368;347;340;302;246;242;173.839;210;93.7901;94.0175;13;8;6;4;3;2;0;0;950;0;264;2424;206;899;0;79;2831;35;537;0;44;3262;1;734;0;0;3094;16
D:\urban\sg500\28\01.bmp;90;82.571;89.1197;88.2542;1020;973;943;922;898;871;848;820;780;761;719;706;593;522;487;425;387;376;320;168.224;180;74.2291;75.7853;19;9;3;7;5;3;483;0;1308;0;945;1489;102;1351;0;938;1537;18;1458;0;840;1517;29;1693;0;1420;700;31
D:\urban\sg500\28\01.bmp;91;83.2471;91.5195;89.5023;991;918;897;877;849;825;774;767;715;702;689;651;616;582;533;499;374;368;357;168.952;180;71.6363;73.0969;13;10;3;3;3;2;52;0;1548;0;420;1519;357;1446;0;526;1657;215;1449;0;567;1579;249;1771;0;791;436;846
D:\urban\sg500\28\01.bmp;92;86.0016;92.3621;91.5031;998;933;879;850;834;824;800;757;729;677;657;628;548;509;496;494;383;332;330;166.702;180;77.001;78.8141;14;8;4;3;3;3;845;0;1621;0;407;1719;97;1652;0;431;1673;88;1721;0;509;1516;98;2589;0;456;572;227
D:\urban\sg500\28\01.bmp;93;72.0531;79.1173;80.4217;956;942;893;865;820;816;811;795;773;751;736;728;678;616;600;567;530;505;277;171.848;180;74.4276;74.9623;20;11;6;0;0;0;399;0;1452;0;322;1979;91;1237;0;406;2169;32;1229;0;410;2205;0;2303;0;541;976;24
D:\urban\sg500\28\01.bmp;94;92.0793;96.314;99.0539;896;853;800;781;773;727;710;703;698;688;659;651;590;584;570;550;535;499;490;165.48;180;84.9901;86.5965;23;14;4;3;2;2;780;0;1781;0;844;1164;55;1763;0;1024;1048;9;1791;0;1140;890;23;2862;0;959;23;0
D:\urban\sg500\28\01.bmp;95;64.5715;69.834;71.1631;963;906;879;862;818;752;708;670;664;641;617;606;592;563;540;512;411;333;304;167.413;240;72.2187;87.1688;13;8;4;3;3;2;150;0;1058;0;452;2243;91;1046;0;360;2415;23;808;0;478;2547;11;1043;0;644;2157;0
D:\urban\sg500\28\01.bmp;96;81.5265;82.538;79.3962;981;940;926;896;878;871;848;825;803;795;740;710;688;669;559;551;512;496;455;147.534;180;85.5029;95.9174;19;12;5;4;4;2;245;0;1420;0;683;1696;45;1216;0;827;1755;46;1324;0;817;1660;43;1698;0;1076;1070;0
D:\urban\sg500\28\01.bmp;97;77.7542;82.8054;79.769;984;939;902;883;845;818;790;752;707;693;673;642;599;531;478;395;353;327;245;152.779;180;75.27;81.2837;11;6;4;3;1;1;1260;0;1013;0;1139;1513;179;797;0;1356;1616;75;527;0;1687;1517;113;1238;0;1943;289;374
D:\urban\sg500\28\01.bmp;98;62.5887;65.2058;65.9092;1078;1045;1001;954;932;882;773;704;574;463;357;323;272;268;223;211;196;196;189;173.86;180;86.587;86.944;17;9;5;3;3;2;13;0;851;0;86;2907;0;738;0;109;2997;0;642;0;201;2995;6;901;0;351;2571;21
D:\urban\sg500\28\01.bmp;99;62.6186;58.3296;59.6576;1017;965;879;815;749;637;445;369;337;246;180;151;68;49;48;14;0;0;0;202.287;0;113.297;94.898;0;0;0;0;0;0;0;0;187;0;6;2943;708;54;0;43;3195;552;30;0;42;3479;293;0;0;301;2627;916
D:\urban\sg500\29\01.bmp;0;44.9888;72.3676;81.9063;993;950;824;736;618;530;424;334;298;291;237;222;200;188;95;29;20;0;0;195.588;193;4.3125;5.02986;8;6;6;0;0;0;218;0;0;0;0;3837;7;0;0;0;3828;16;0;0;0;3823;21;0;0;0;3784;60
D:\urban\sg500\29\01.bmp;1;46.3114;73.3868;83.0362;1016;957;831;769;674;631;548;494;423;384;267;265;159;146;43;40;40;23;5;195.834;197;4.16281;4.3232;10;9;5;0;0;0;319;0;0;0;0;3839;5;0;0;0;3841;3;0;0;0;3844;0;0;0;0;3843;1
D:\urban\sg500\29\01.bmp;2;46.0271;72.6967;81.8962;998;927;824;763;688;633;524;452;392;380;347;337;277;237;173;111;111;65;65;195.562;193;4.72937;5.3791;10;6;4;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;3;43.2484;70.0957;80.1592;1016;949;873;840;773;751;671;578;524;489;452;425;401;350;304;271;197;166;116;196.828;198;5.50808;5.63136;22;14;6;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;4;47.346;73.4703;83.7071;936;883;805;712;640;572;464;395;319;285;250;227;203;182;161;92;45;34;8;196.868;198;4.31656;4.46247;4;3;2;0;0;0;0;0;0;0;0;3821;23;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;5;54.725;79.4365;87.4295;941;843;753;638;553;474;312;284;249;206;188;167;130;48;26;23;23;23;23;194.548;192;5.11899;5.71828;3;3;2;0;0;0;0;0;0;0;0;3747;97;0;0;0;3804;40;0;0;0;3817;27;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;6;47.9435;75.2823;84.2034;1008;928;860;824;782;720;637;545;476;464;333;276;222;221;119;119;86;68;58;194.857;198;5.25686;6.12478;5;4;3;0;0;0;0;0;0;0;0;3838;6;0;0;0;3838;6;0;0;0;3841;3;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;7;49.8637;75.8954;85.1847;975;885;695;609;519;457;417;347;329;248;224;172;139;139;100;99;93;56;36;195.415;190;5.86102;7.97984;3;3;2;0;0;0;0;0;0;0;0;3840;4;0;0;0;3837;7;0;0;0;3840;4;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;8;46.1223;71.3642;81.7508;942;835;715;549;496;445;421;405;383;370;311;287;276;271;246;238;221;190;112;197.718;198;5.93132;5.93803;10;7;4;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;9;51.1389;74.0291;83.5611;961;866;746;660;566;450;343;263;230;212;195;190;185;156;145;98;68;57;34;197.59;201;7.76472;8.48068;5;4;1;0;0;0;0;0;0;0;0;3833;11;0;0;0;3833;11;0;0;0;3838;6;0;0;0;3844;0
D:\urban\sg500\29\01.bmp;10;49.686;76.9711;85.5622;978;908;833;756;692;596;475;439;379;349;305;255;231;201;144;114;111;39;17;194.375;195;5.0119;5.05074;7;5;4;0;0;0;311;0;0;0;0;3516;328;0;0;0;3549;295;0;0;0;3615;229;0;0;0;3844;0
